P_sat (Pa) at 298.15K, Delta_H (kJ/mol) at 298.15K, SMILES, carbon_number, ASA_carbon_number, aromatic_ring, non_aromatic_ring,double_bound_nonaromatic_ring, nonaromatic_CCCO, hydroxyl, aldehyde, ketone, carboxylic_acid,ester, ether, alicyclic_ether, aromatic_ether, nitrate, nitro, aromatic_hydroxyl, primary_amine,secondary_amine, tertiary_amine, aromatic_amine, primary_amide, secondary_amide, tertiary_amide,carbonylperoxynitrate, peroxide, hydroperoxide, peroxide_acid, nitrophenol, nitroester,log P_sat(T) [atm], Antoine_Eq for logP_sat(T) [atm], Enthalpy of vaporization (kJ/mol)
1.76, 72.91, CCCCOC(=O)C(=O)OCCCC, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5326.11/T + (7.35) + (-0.02*T) + (2.31*log(T)), -, 101985.42 - (0.48/T**2) - (-44.19/T)
0.62, 73.2, CCOC(=O)C1(CCCC1)C(=O)OCC, 11, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5824.63/T + (10.03) + (-0.03*T) + (2.34*log(T)), -, 111531.28 - (0.58/T**2) - (-44.88/T)
4.42, 64.31, CCOC(=O)C1(CC1)C(=O)OCC, 9, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5002.14/T + (8.24) + (-0.03*T) + (2.06*log(T)), -, 95781.96 - (0.49/T**2) - (-39.5/T)
9.68, 62.88, CCOC(=O)C=CC(=O)OCC, 8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4497.88/T + (5.58) + (-0.02*T) + (2.03*log(T)), -, 86126.31 - (0.39/T**2) - (-38.96/T)
88.25, 55.13, CC(=O)OCCOC(=O)C, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3681.12/T + (3.77) + (-0.01*T) + (1.75*log(T)), -, 70486.77 - (0.28/T**2) - (-33.44/T)
232.12, 50.69, COC(=O)CC(=O)OC, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3269.87/T + (2.87) + (-0.01*T) + (1.61*log(T)), -, 62612.11 - (0.24/T**2) - (-30.75/T)
1.68, 68.76, CCOC(=O)C1(CCC1)C(=O)OCC, 10, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5413.38/T + (9.14) + (-0.03*T) + (2.2*log(T)), -, 103656.62 - (0.53/T**2) - (-42.19/T)
180.18, 54.32, CCOC(=O)C1CCCC1, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4197.54/T + (8.29) + (-0.02*T) + (1.62*log(T)), -, 80375.44 - (0.4/T**2) - (-30.96/T)
473.93, 49.88, CCOC(=O)C1CCC1, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3786.3/T + (7.4) + (-0.02*T) + (1.48*log(T)), -, 72500.78 - (0.35/T**2) - (-28.27/T)
1246.57, 45.43, COC(=O)C1CCC1, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3375.05/T + (6.5) + (-0.02*T) + (1.34*log(T)), -, 64626.12 - (0.3/T**2) - (-25.59/T)
1246.57, 45.43, CCOC(=O)C1CC1, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3375.05/T + (6.5) + (-0.02*T) + (1.34*log(T)), -, 64626.12 - (0.3/T**2) - (-25.59/T)
3355.19, 40.99, COC(=O)C1CC1, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2963.8/T + (5.6) + (-0.01*T) + (1.2*log(T)), -, 56751.46 - (0.25/T**2) - (-22.9/T)
232.12, 50.69, COC(=O)CC(=O)OC, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3269.87/T + (2.87) + (-0.01*T) + (1.61*log(T)), -, 62612.11 - (0.24/T**2) - (-30.75/T)
27907.22, 39.52, CCOCC, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2216.26/T + (2.02) + (-0.01*T) + (1.14*log(T)), -, 42437.48 - (0.11/T**2) - (-21.87/T)
111.1, 61.66, CCCCOCCOCC, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4005.59/T + (3.75) + (-0.02*T) + (1.99*log(T)), -, 76699.87 - (0.3/T**2) - (-38.14/T)
111.1, 61.66, CCCOCCOCCC, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4005.59/T + (3.75) + (-0.02*T) + (1.99*log(T)), -, 76699.87 - (0.3/T**2) - (-38.14/T)
292.22, 57.22, CCCCOCCOC, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3594.34/T + (2.86) + (-0.01*T) + (1.85*log(T)), -, 68825.21 - (0.25/T**2) - (-35.46/T)
292.22, 57.22, CCOCCCOCC, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3594.34/T + (2.86) + (-0.01*T) + (1.85*log(T)), -, 68825.21 - (0.25/T**2) - (-35.46/T)
823.6, 50.17, CC(C)OCC1CO1, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3085.51/T + (3.16) + (-0.01*T) + (1.42*log(T)), -, 59082.0 - (0.19/T**2) - (-27.14/T)
786.53, 52.77, CCCC(OC)OC, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3183.09/T + (1.96) + (-0.01*T) + (1.71*log(T)), -, 60950.54 - (0.2/T**2) - (-32.77/T)
14645.92, 39.44, COCOC, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1949.35/T + (-0.73) + (-0.0*T) + (1.29*log(T)), -, 37326.56 - (0.06/T**2) - (-24.71/T)
26.04, 65.24, CCCCOCCO, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3764.13/T + (4.64) + (-0.01*T) + (1.19*log(T)), -, 72076.4 - (0.15/T**2) - (-22.8/T)
26.04, 65.24, CC(C)COCCO, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3764.13/T + (4.64) + (-0.01*T) + (1.19*log(T)), -, 72076.4 - (0.15/T**2) - (-22.8/T)
22.68, 63.43, COCCOC1CCCCO1, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4052.34/T + (3.1) + (-0.01*T) + (1.99*log(T)), -, 77595.06 - (0.29/T**2) - (-38.03/T)
823.6, 50.17, COC1CCCCO1, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3085.51/T + (3.16) + (-0.01*T) + (1.42*log(T)), -, 59082.0 - (0.19/T**2) - (-27.14/T)
10.13, 67.66, c1ccc(cc1)C2OCCO2, 9, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4099.37/T + (4.35) + (-0.01*T) + (1.55*log(T)), -, 78495.54 - (0.22/T**2) - (-29.77/T)
882.5, 51.72, C1CCOCOCC1, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2900.65/T + (2.58) + (-0.01*T) + (1.23*log(T)), -, 55542.25 - (0.12/T**2) - (-23.51/T)
882.5, 51.72, CC1(COCOC1)C, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2900.65/T + (2.58) + (-0.01*T) + (1.23*log(T)), -, 55542.25 - (0.12/T**2) - (-23.51/T)
882.5, 51.72, CC1(CCOCO1)C, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2900.65/T + (2.58) + (-0.01*T) + (1.23*log(T)), -, 55542.25 - (0.12/T**2) - (-23.51/T)
2375.29, 47.27, C1CCOCOC1, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2489.4/T + (1.68) + (-0.0*T) + (1.09*log(T)), -, 47667.59 - (0.07/T**2) - (-20.82/T)
882.5, 51.72, CC1CCOC(O1)C, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2900.65/T + (2.58) + (-0.01*T) + (1.23*log(T)), -, 55542.25 - (0.12/T**2) - (-23.51/T)
127.56, 60.6, CC1CC(OC(O1)(C)C)C, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3723.15/T + (4.37) + (-0.01*T) + (1.51*log(T)), -, 71291.57 - (0.22/T**2) - (-28.88/T)
2375.29, 47.27, CC1CCOCO1, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2489.4/T + (1.68) + (-0.0*T) + (1.09*log(T)), -, 47667.59 - (0.07/T**2) - (-20.82/T)
6247.65, 42.83, C1COCOC1, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2078.15/T + (0.78) + (-0.0*T) + (0.95*log(T)), -, 39792.92 - (0.03/T**2) - (-18.13/T)
6247.65, 42.83, C1COCCO1, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2078.15/T + (0.78) + (-0.0*T) + (0.95*log(T)), -, 39792.92 - (0.03/T**2) - (-18.13/T)
16815.76, 38.38, C1COCO1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1666.91/T + (-0.12) + (0.0*T) + (0.81*log(T)), -, 31918.26 - (-0.02/T**2) - (-15.45/T)
610.54, 51.64, CC=CC(OC)OC, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3177.36/T + (1.98) + (-0.01*T) + (1.72*log(T)), -, 60840.76 - (0.21/T**2) - (-32.91/T)
4322.32, 42.75, COC(=C)OC, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2354.86/T + (0.18) + (-0.01*T) + (1.44*log(T)), -, 45091.44 - (0.12/T**2) - (-27.54/T)
0.0, 105.55, COc1ccc(cc1OC)CCC(=O)O, 11, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5855.92/T + (6.01) + (-0.01*T) + (1.23*log(T)), -, 112130.31 - (0.15/T**2) - (-23.49/T)
0.0, 96.66, COc1ccc(cc1OC)C(=O)O, 9, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5033.42/T + (4.21) + (-0.0*T) + (0.95*log(T)), -, 96380.99 - (0.06/T**2) - (-18.11/T)
0.0, 96.66, COc1cc(cc(c1)OC)C(=O)O, 9, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5033.42/T + (4.21) + (-0.0*T) + (0.95*log(T)), -, 96380.99 - (0.06/T**2) - (-18.11/T)
0.0, 96.66, COc1cccc(c1C(=O)O)OC, 9, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5033.42/T + (4.21) + (-0.0*T) + (0.95*log(T)), -, 96380.99 - (0.06/T**2) - (-18.11/T)
0.0, 94.22, COc1ccc(cc1)CCC(=O)O, 10, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5373.93/T + (6.18) + (-0.01*T) + (1.23*log(T)), -, 102901.1 - (0.18/T**2) - (-23.56/T)
0.0, 94.22, COc1ccccc1CCC(=O)O, 10, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5373.93/T + (6.18) + (-0.01*T) + (1.23*log(T)), -, 102901.1 - (0.18/T**2) - (-23.56/T)
2.86, 72.43, COc1ccc(cc1)C=O, 8, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4482.14/T + (6.46) + (-0.01*T) + (1.36*log(T)), -, 85824.9 - (0.24/T**2) - (-25.96/T)
1.22, 66.21, COc1ccc(cc1)O, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3795.35/T + (4.25) + (-0.01*T) + (1.0*log(T)), -, 72674.14 - (0.14/T**2) - (-19.11/T)
0.0, 96.66, COc1ccc(c(c1)OC)C(=O)O, 9, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5033.42/T + (4.21) + (-0.0*T) + (0.95*log(T)), -, 96380.99 - (0.06/T**2) - (-18.11/T)
0.0, 96.66, COc1cccc(c1OC)C(=O)O, 9, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5033.42/T + (4.21) + (-0.0*T) + (0.95*log(T)), -, 96380.99 - (0.06/T**2) - (-18.11/T)
0.0, 98.07, C1C2C(C(C(C(O1)O2)O)O)O, 6, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5164.05/T + (6.84) + (-0.0*T) + (0.43*log(T)), -, 98882.22 - (0.04/T**2) - (-8.16/T)
10.61, 66.08, c1ccc(cc1)CON(=O)=O, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4054.3/T + (4.61) + (-0.01*T) + (1.5*log(T)), -, 77632.5 - (0.23/T**2) - (-28.66/T)
351.33, 54.57, CC(C)CCO[N+](=O)[O-], 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3266.83/T + (3.74) + (-0.01*T) + (1.31*log(T)), -, 62553.86 - (0.17/T**2) - (-25.08/T)
924.09, 50.13, CCCCO[N+](=O)[O-], 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2855.58/T + (2.84) + (-0.01*T) + (1.17*log(T)), -, 54679.2 - (0.13/T**2) - (-22.4/T)
924.09, 50.13, CC(C)CO[N+](=O)[O-], 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2855.58/T + (2.84) + (-0.01*T) + (1.17*log(T)), -, 54679.2 - (0.13/T**2) - (-22.4/T)
2487.23, 45.69, CCCO[N+](=O)[O-], 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2444.33/T + (1.95) + (-0.0*T) + (1.03*log(T)), -, 46804.54 - (0.08/T**2) - (-19.71/T)
2487.23, 45.69, CC(C)O[N+](=O)[O-], 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2444.33/T + (1.95) + (-0.0*T) + (1.03*log(T)), -, 46804.54 - (0.08/T**2) - (-19.71/T)
6542.09, 41.24, CCO[N+](=O)[O-], 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2033.08/T + (1.05) + (-0.0*T) + (0.89*log(T)), -, 38929.88 - (0.03/T**2) - (-17.02/T)
124.66, 54.87, C1CCC(CC1)O[N+](=O)[O-], 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3765.35/T + (6.42) + (-0.01*T) + (1.35*log(T)), -, 72099.72 - (0.28/T**2) - (-25.77/T)
335.52, 50.42, C1CCC(C1)O[N+](=O)[O-], 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3354.1/T + (5.52) + (-0.01*T) + (1.21*log(T)), -, 64225.06 - (0.23/T**2) - (-23.09/T)
0.0, 95.09, C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-], 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4986.75/T + (0.06) + (-0.01*T) + (1.75*log(T)), -, 95487.25 - (0.12/T**2) - (-33.52/T)
0.11, 75.65, C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-], 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4011.63/T + (-0.12) + (-0.01*T) + (1.66*log(T)), -, 76815.45 - (0.12/T**2) - (-31.79/T)
1.19, 69.48, C(CO[N+](=O)[O-])OCCO[N+](=O)[O-], 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3783.56/T + (-0.05) + (-0.01*T) + (1.77*log(T)), -, 72448.39 - (0.15/T**2) - (-33.96/T)
0.0, 96.06, Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-], 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4962.26/T + (3.49) + (-0.0*T) + (1.03*log(T)), -, 95018.46 - (0.05/T**2) - (-19.75/T)
1111.01, 50.14, CCCC[N+](=O)[O-], 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2635.8/T + (3.16) + (-0.0*T) + (0.8*log(T)), -, 50470.88 - (0.06/T**2) - (-15.4/T)
1111.01, 50.14, CCC(C)[N+](=O)[O-], 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2635.8/T + (3.16) + (-0.0*T) + (0.8*log(T)), -, 50470.88 - (0.06/T**2) - (-15.4/T)
2.73, 71.42, CCC(C(C)O)[N+](=O)[O-], 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3772.42/T + (4.88) + (-0.0*T) + (0.71*log(T)), -, 72235.14 - (0.05/T**2) - (-13.64/T)
7.34, 66.97, CC(C(C)O)[N+](=O)[O-], 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3361.18/T + (3.98) + (-0.0*T) + (0.57*log(T)), -, 64360.48 - (0.01/T**2) - (-10.95/T)
50.78, 58.08, C(CO)[N+](=O)[O-], 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2538.68/T + (2.19) + (0.0*T) + (0.29*log(T)), -, 48611.15 - (-0.09/T**2) - (-5.58/T)
2.99, 85.05, CCOC(=O)C[N+](=O)[O-], 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -4251.0/T + (4.06) + (-0.0*T) + (1.07*log(T)), -, 81399.07 - (0.03/T**2) - (-20.51/T)
1.14, 89.49, CCOC(=O)C(C)[N+](=O)[O-], 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -4662.25/T + (4.96) + (-0.0*T) + (1.21*log(T)), -, 89273.73 - (0.08/T**2) - (-23.2/T)
2.99, 85.05, CC(C(=O)OC)[N+](=O)[O-], 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -4251.0/T + (4.06) + (-0.0*T) + (1.07*log(T)), -, 81399.07 - (0.03/T**2) - (-20.51/T)
8.05, 80.6, COC(=O)C[N+](=O)[O-], 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -3839.75/T + (3.16) + (0.0*T) + (0.93*log(T)), -, 73524.41 - (-0.02/T**2) - (-17.82/T)
127.56, 49.76, CC(C(=O)C)N(=O)=O, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2649.55/T + (3.68) + (-0.0*T) + (0.53*log(T)), -, 50734.09 - (0.04/T**2) - (-10.09/T)
35.95, 56.14, c1cc(cc(c1)O)[N+](=O)[O-], 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -3476.07/T + (3.57) + (-0.01*T) + (1.38*log(T)), -, 66560.42 - (0.21/T**2) - (-26.35/T)
35.95, 56.14, c1cc(ccc1[N+](=O)[O-])O, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -3476.07/T + (3.57) + (-0.01*T) + (1.38*log(T)), -, 66560.42 - (0.21/T**2) - (-26.35/T)
0.72, 73.91, CCC(C)c1ccc(c(c1)[N+](=O)[O-])O, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -5121.06/T + (7.16) + (-0.02*T) + (1.94*log(T)), -, 98059.07 - (0.4/T**2) - (-37.1/T)
13.36, 60.58, Cc1ccc(c(c1)O)[N+](=O)[O-], 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -3887.31/T + (4.46) + (-0.01*T) + (1.52*log(T)), -, 74435.08 - (0.25/T**2) - (-29.04/T)
